timestamp,algorithm,construction,trials,payload_bytes,tag_avalanche_plaintext_pct,tag_avalanche_plaintext_sd,tag_avalanche_key_pct,tag_avalanche_key_sd,ciphertext_tamper_caught_pct,tag_tamper_caught_pct,wrong_nonce_caught_pct,wrong_ad_caught_pct
2026-08-03T02:32:27,Ascon-AEAD128,sponge,500,1024,49.725,4.332,50.019,4.324,100.0,100.0,100.0,100.0
2026-08-03T02:32:27,ChaCha20-Poly1305,stream + MAC,500,1024,49.959,4.25,49.964,4.686,100.0,100.0,100.0,100.0
2026-08-03T02:32:27,AES-128-GCM,"block, CTR + GHASH",500,1024,50.059,4.42,50.398,4.321,100.0,100.0,100.0,100.0
2026-08-03T02:32:27,AES-256-GCM,"block, CTR + GHASH",500,1024,49.877,4.163,49.855,4.372,100.0,100.0,100.0,100.0
2026-08-03T02:32:27,AES-128-CCM,"block, CTR + CBC-MAC",500,1024,50.18,4.514,50.403,4.669,100.0,100.0,100.0,100.0
