timestamp,board,hostname,cpu_mhz,aes_hw,openssl_armcap,hw_accel_enabled,algorithm,construction,key_bytes,nonce_bytes,payload_bytes,reps,enc_median_ms,enc_iqr_ms,enc_mean_ms,enc_sd_ms,enc_min_ms,enc_max_ms,dec_median_ms,dec_iqr_ms,dec_mean_ms,dec_sd_ms,enc_throughput_mbs,dec_throughput_mbs,enc_cpu_time_s,dec_cpu_time_s,tracemalloc_peak_kb,rss_delta_kb,ciphertext_bytes,overhead_bytes,overhead_pct
2026-08-29T17:10:24,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,0,False,AES-256-GCM,"block, CTR + GHASH",32,12,64,50,0.002278,0.000129,0.002359,0.000219,0.002241,0.003593,0.002278,3.7e-05,0.002288,7.9e-05,28.0948,28.0948,0.000128,0.000122,0.21,0.0,80,28,43.75
2026-08-29T17:10:24,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,0,False,AES-256-GCM,"block, CTR + GHASH",32,12,256,50,0.004426,5.5e-05,0.00451,0.000226,0.004389,0.005426,0.004389,3.7e-05,0.004434,0.000115,57.84,58.3276,0.000236,0.000231,0.58,0.0,272,28,10.938
2026-08-29T17:10:24,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,0,False,AES-256-GCM,"block, CTR + GHASH",32,12,1024,50,0.013148,0.00013,0.013237,0.000274,0.013074,0.014778,0.013268,0.001481,0.01456,0.005094,77.8826,77.1782,0.000673,0.000742,2.08,0.0,1040,28,2.734
2026-08-29T17:10:24,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,0,False,AES-256-GCM,"block, CTR + GHASH",32,12,4096,50,0.04726,0.001759,0.048695,0.004352,0.047037,0.076464,0.047129,0.000389,0.047367,0.000668,86.6695,86.9095,0.002451,0.002382,8.08,0.0,4112,28,0.684
2026-08-29T17:10:24,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,0,False,AES-256-GCM,"block, CTR + GHASH",32,12,19200,50,0.214945,0.005037,0.218643,0.007357,0.21439,0.245537,0.214362,0.000407,0.214626,0.000817,89.3252,89.5681,0.010956,0.010743,37.58,0.0,19216,28,0.146
2026-08-29T17:10:24,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,0,False,AES-128-CCM,"block, CTR + CBC-MAC",16,12,64,50,0.00276,9.3e-05,0.002833,0.00019,0.002722,0.003648,0.002722,3.7e-05,0.002762,0.000173,23.1884,23.5121,0.000152,0.000146,0.21,0.0,80,28,43.75
2026-08-29T17:10:24,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,0,False,AES-128-CCM,"block, CTR + CBC-MAC",16,12,256,50,0.004538,9.2e-05,0.004618,0.000244,0.0045,0.006056,0.004583,1.9e-05,0.00461,0.000116,56.4125,55.8525,0.000241,0.000239,0.58,0.0,272,28,10.938
2026-08-29T17:10:24,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,0,False,AES-128-CCM,"block, CTR + CBC-MAC",16,12,1024,50,0.012,0.00011,0.01209,0.000234,0.011945,0.01313,0.012232,0.000704,0.012498,0.000761,85.3333,83.7148,0.000615,0.000638,2.08,0.0,1040,28,2.734
2026-08-29T17:10:24,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,0,False,AES-128-CCM,"block, CTR + CBC-MAC",16,12,4096,50,0.041435,0.00026,0.041646,0.000688,0.041259,0.044981,0.041592,0.0005,0.041906,0.001294,98.8536,98.4793,0.002094,0.002112,8.08,0.0,4112,28,0.684
2026-08-29T17:10:25,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,0,False,AES-128-CCM,"block, CTR + CBC-MAC",16,12,19200,50,0.18613,0.005352,0.190442,0.011309,0.18526,0.25576,0.185483,0.000574,0.185855,0.001667,103.1534,103.5138,0.009521,0.009298,37.58,0.0,19216,28,0.146
