timestamp,board,hostname,cpu_mhz,aes_hw,openssl_armcap,hw_accel_enabled,algorithm,construction,key_bytes,nonce_bytes,payload_bytes,reps,enc_median_ms,enc_iqr_ms,enc_mean_ms,enc_sd_ms,enc_min_ms,enc_max_ms,dec_median_ms,dec_iqr_ms,dec_mean_ms,dec_sd_ms,enc_throughput_mbs,dec_throughput_mbs,enc_cpu_time_s,dec_cpu_time_s,tracemalloc_peak_kb,rss_delta_kb,ciphertext_bytes,overhead_bytes,overhead_pct
2026-08-29T17:09:36,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,default,True,AES-256-GCM,"block, CTR + GHASH",32,12,64,50,0.001315,5.5e-05,0.001387,0.000212,0.001277,0.002315,0.001296,1.9e-05,0.001309,6.8e-05,48.6692,49.3827,7.9e-05,7.3e-05,0.21,0.0,80,28,43.75
2026-08-29T17:09:36,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,default,True,AES-256-GCM,"block, CTR + GHASH",32,12,256,50,0.001426,3.7e-05,0.001443,8.3e-05,0.001389,0.001963,0.001389,1.8e-05,0.001416,0.000102,179.5231,184.3052,8.2e-05,7.9e-05,0.58,0.0,272,28,10.938
2026-08-29T17:09:36,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,default,True,AES-256-GCM,"block, CTR + GHASH",32,12,1024,50,0.001963,3.6e-05,0.001989,9.2e-05,0.001944,0.002538,0.001889,1.9e-05,0.001934,0.000241,521.6509,542.0856,0.00011,0.000108,2.08,0.0,1040,28,2.734
2026-08-29T17:09:36,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,default,True,AES-256-GCM,"block, CTR + GHASH",32,12,4096,50,0.003592,7.4e-05,0.003633,0.000112,0.003555,0.004111,0.003566,0.000444,0.003767,0.000481,1140.3117,1148.7869,0.000193,0.0002,8.08,0.0,4112,28,0.684
2026-08-29T17:09:36,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,default,True,AES-256-GCM,"block, CTR + GHASH",32,12,19200,50,0.011593,0.000166,0.011702,0.000265,0.011537,0.012704,0.014018,0.001722,0.014275,0.001256,1656.1719,1369.6188,0.000597,0.000734,37.58,0.0,19216,28,0.146
2026-08-29T17:09:36,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,default,True,AES-128-CCM,"block, CTR + CBC-MAC",16,12,64,50,0.001963,9.2e-05,0.002037,0.000212,0.001907,0.003129,0.001908,3.7e-05,0.001928,7.3e-05,32.6031,33.543,0.000112,0.000104,0.21,0.0,80,28,43.75
2026-08-29T17:09:36,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,default,True,AES-128-CCM,"block, CTR + CBC-MAC",16,12,256,50,0.002112,0.000111,0.002181,0.000159,0.002092,0.003074,0.002167,3.7e-05,0.002203,0.000131,121.2122,118.1357,0.000119,0.000118,0.58,0.0,272,28,10.938
2026-08-29T17:09:36,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,default,True,AES-128-CCM,"block, CTR + CBC-MAC",16,12,1024,50,0.003037,9.3e-05,0.003088,0.000178,0.002982,0.004204,0.003203,3.8e-05,0.003247,0.000131,337.1749,319.6504,0.000165,0.00017,2.08,0.0,1040,28,2.734
2026-08-29T17:09:36,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,default,True,AES-128-CCM,"block, CTR + CBC-MAC",16,12,4096,50,0.006185,0.000111,0.006257,0.000223,0.006129,0.007315,0.006889,0.000575,0.007123,0.000557,662.2473,594.571,0.000323,0.000368,8.08,0.0,4112,28,0.684
2026-08-29T17:09:36,Raspberry Pi 5 Model B Rev 1.0,raspberrypi4,2400,True,default,True,AES-128-CCM,"block, CTR + CBC-MAC",16,12,19200,50,0.021741,0.000204,0.02187,0.000496,0.021537,0.024334,0.025583,0.001074,0.025908,0.001,883.124,750.4837,0.001106,0.001313,37.58,0.0,19216,28,0.146
